,mileage,manufacturer,fuel,gear,offer_type,price,hp,age_of_car,place_of_origin,price_category_userdef
2447,6500,Opel,Gasoline,Manual,Used,12450,69.0,2,Germany,Moderate
2448,4500,other,Gasoline,Manual,Demonstration,12450,69.0,2,others,Moderate
2449,1800,Opel,Gasoline,Manual,Used,12450,69.0,2,Germany,Moderate
2450,17885,Opel,Gasoline,Manual,Used,12995,75.0,1,Germany,Moderate
2451,1111,other,Electric/Gasoline,Manual,Pre-registered,13090,69.0,1,others,Moderate
2452,50,other,Electric/Gasoline,Manual,Pre-registered,13090,69.0,1,others,Moderate
2453,10,other,Gasoline,Manual,Pre-registered,13245,69.0,1,others,Moderate
2454,50,other,Electric/Gasoline,Manual,Pre-registered,13290,69.0,1,others,Moderate
2455,50,other,Gasoline,Automatic,Pre-registered,13290,69.0,1,others,Moderate
2456,50,other,Gasoline,Manual,Used,13290,69.0,1,others,Moderate
2457,10,Renault,Gasoline,Manual,Used,13290,73.0,1,others,Moderate
2458,8888,other,Gasoline,Manual,Used,13290,69.0,1,others,Moderate
2459,22990,Opel,Gasoline,Manual,Used,13390,75.0,1,Germany,Moderate
2460,19802,Ford,Gasoline,Manual,Used,13450,86.0,1,others,Moderate
2461,10,Renault,Gasoline,Manual,Used,13490,72.0,1,others,Moderate
2462,10,Ford,Gasoline,Manual,Pre-registered,13490,75.0,1,others,Moderate
2463,10,other,Gasoline,Manual,Pre-registered,16490,84.0,0,others,Moderate
2464,15,other,Diesel,Manual,Pre-registered,16550,95.0,0,others,Moderate
2465,10,Renault,Gasoline,Manual,Pre-registered,16660,91.0,0,others,Moderate
2466,10,Skoda,Gasoline,Automatic,Pre-registered,16688,95.0,0,others,Moderate
2467,4400,Volkswagen,Gasoline,Manual,Used,16700,80.0,0,Germany,Moderate
2468,20,Renault,Gasoline,Manual,Pre-registered,16750,101.0,0,others,Moderate
2469,10,other,Diesel,Manual,Pre-registered,16750,95.0,0,others,Moderate
2470,500,other,Gasoline,Manual,Demonstration,16750,92.0,0,others,Moderate
2471,40,SEAT,Gasoline,Manual,Pre-registered,16780,95.0,0,others,Moderate
2472,10,Skoda,Gasoline,Automatic,Pre-registered,16788,95.0,0,others,Moderate
2473,10,Skoda,Gasoline,Automatic,Pre-registered,16790,95.0,0,others,Moderate
2474,10,Renault,Gasoline,Manual,Used,16790,91.0,0,others,Moderate
2475,10,Renault,Gasoline,Manual,Pre-registered,16890,91.0,0,others,Moderate
2608,165000,other,Diesel,Automatic,Used,19999,150.0,3,others,Moderate
2609,19900,Opel,Gasoline,Manual,Employee's car,19999,140.0,3,Germany,Moderate
2676,8,other,Gasoline,Manual,Pre-registered,11800,67.0,0,others,Moderate
2677,15,other,Gasoline,Manual,Pre-registered,12990,67.0,0,others,Moderate
2678,279,other,Gasoline,Manual,Demonstration,13190,84.0,0,others,Moderate
2833,35400,other,Gasoline,Manual,Used,10490,90.0,2,others,Moderate
2834,12500,other,Gasoline,Manual,Used,10490,69.0,2,others,Moderate
2835,9500,other,Gasoline,Manual,Used,10540,72.0,2,others,Moderate
2836,17900,Opel,Gasoline,Manual,Used,10590,69.0,2,Germany,Moderate
2837,5687,Renault,Gasoline,Manual,Demonstration,10660,76.0,2,others,Moderate
2838,14176,Volkswagen,Gasoline,Manual,Used,10695,75.0,2,Germany,Moderate
2839,7450,Opel,Gasoline,Manual,Used,10790,90.0,2,Germany,Moderate
2840,1500,Opel,Gasoline,Manual,Used,10800,73.0,2,Germany,Moderate
2841,9682,Skoda,Gasoline,Manual,Used,10900,75.0,2,others,Moderate
2842,1250,Renault,Gasoline,Manual,Used,10990,73.0,2,others,Moderate
2843,28257,Ford,Diesel,Manual,Used,10990,86.0,2,others,Moderate
2844,3700,other,Gasoline,Manual,Used,10990,69.0,2,others,Moderate
2845,10768,Hyundai,Gasoline,Manual,Demonstration,10990,87.0,2,others,Moderate
2846,20466,Opel,Gasoline,Manual,Used,10990,90.0,2,Germany,Moderate
2847,21945,Opel,Gasoline,Manual,Used,10990,90.0,2,Germany,Moderate
2848,53598,other,Gasoline,Manual,Used,11285,110.0,2,others,Moderate
2849,6985,other,Gasoline,Manual,Used,11290,67.0,2,others,Moderate
2850,21682,other,Gasoline,Automatic,Used,11300,80.0,2,others,Moderate
2851,8200,other,Gasoline,Manual,Used,11440,72.0,2,others,Moderate
2852,54870,Volkswagen,Gasoline,Manual,Used,11449,65.0,2,Germany,Moderate
2873,20,other,Gasoline,Automatic,Pre-registered,13670,67.0,0,others,Moderate
2874,300,other,Gasoline,Manual,Demonstration,13690,71.0,0,others,Moderate
2875,20,other,Gasoline,Manual,Pre-registered,13750,84.0,0,others,Moderate
2876,60,other,Gasoline,Manual,Pre-registered,13790,71.0,0,others,Moderate
2877,10,other,Electric/Gasoline,Manual,Pre-registered,13840,69.0,0,others,Moderate
2878,2500,Ford,Gasoline,Manual,Demonstration,13890,75.0,0,others,Moderate
2879,1775,other,Gasoline,Manual,Used,13975,82.0,0,others,Moderate
2880,1597,other,Gasoline,Manual,Used,13975,82.0,0,others,Moderate
2881,1610,other,Gasoline,Manual,Used,13975,82.0,0,others,Moderate
2882,1650,other,Gasoline,Manual,Used,13975,82.0,0,others,Moderate
2883,50,Ford,Gasoline,Manual,Pre-registered,13982,101.0,0,others,Moderate
2884,20,Hyundai,Gasoline,Automatic,Pre-registered,13990,67.0,0,others,Moderate
2885,1525,other,Gasoline,Manual,Used,13990,82.0,0,others,Moderate
2886,10,Skoda,Gasoline,Manual,Used,14185,95.0,0,others,Moderate
2887,20,Opel,Gasoline,Manual,Pre-registered,14190,75.0,0,Germany,Moderate
2888,49,other,other,Manual,Pre-registered,14190,69.0,0,others,Moderate
2889,10,other,Gasoline,Manual,Pre-registered,14250,72.0,0,others,Moderate
2890,50,other,Gasoline,Manual,Pre-registered,14250,67.0,0,others,Moderate
3035,46250,other,Gasoline,Automatic,Used,10299,71.0,3,Germany,Moderate
3036,45590,other,Gasoline,Automatic,Used,10399,71.0,3,Germany,Moderate
3037,10100,Volkswagen,Gasoline,Automatic,Used,10490,60.0,3,Germany,Moderate
3038,13990,other,Gasoline,Automatic,Used,10490,71.0,3,Germany,Moderate
3039,22800,other,Gasoline,Automatic,Used,10899,71.0,3,Germany,Moderate
3040,5734,Hyundai,Gasoline,Automatic,Used,11990,87.0,3,others,Moderate
3041,25200,other,Gasoline,Manual,Used,12750,99.0,3,others,Moderate
3042,15800,other,Gasoline,Automatic,Used,13299,71.0,3,Germany,Moderate
3043,52509,BMW,Diesel,Manual,Used,13450,116.0,3,Germany,Moderate
3082,10,other,Gasoline,Manual,Pre-registered,11796,72.0,0,others,Moderate
3083,500,other,Gasoline,Manual,Pre-registered,11796,72.0,0,others,Moderate
3084,10,Opel,Gasoline,Manual,Pre-registered,11877,75.0,0,Germany,Moderate
3085,10,Hyundai,Gasoline,Manual,Pre-registered,11890,67.0,0,others,Moderate
3086,25,Hyundai,Gasoline,Manual,Pre-registered,11990,67.0,0,others,Moderate
3087,25,other,Gasoline,Manual,Pre-registered,11990,69.0,0,others,Moderate
3088,100,Skoda,Gasoline,Manual,Pre-registered,11990,60.0,0,others,Moderate
3089,3500,other,Gasoline,Manual,Demonstration,11995,72.0,0,others,Moderate
3090,1150,Renault,Gasoline,Manual,Demonstration,12180,92.0,0,others,Moderate
3091,100,Renault,Gasoline,Manual,Pre-registered,12280,65.0,0,others,Moderate
3092,25,other,Gasoline,Manual,Pre-registered,12390,67.0,0,others,Moderate
3093,10,other,Gasoline,Manual,Pre-registered,12396,72.0,0,others,Moderate
3094,20,other,Gasoline,Manual,Pre-registered,12480,67.0,0,others,Moderate
3162,121000,Ford,Diesel,Manual,Used,10290,120.0,7,others,Moderate
3163,203000,other,Diesel,Automatic,Used,10300,175.0,7,others,Moderate
3164,121199,Ford,Diesel,Manual,Used,10390,120.0,7,others,Moderate
3165,150248,Volkswagen,Diesel,Automatic,Used,10400,177.0,7,Germany,Moderate
3166,76300,other,Gasoline,Manual,Used,10400,136.0,7,Germany,Moderate
3167,117974,Volkswagen,Diesel,Manual,Used,10470,110.0,7,Germany,Moderate
3168,86300,Ford,Diesel,Manual,Demonstration,10480,90.0,7,others,Moderate
3169,156367,Volkswagen,Gasoline,Manual,Used,10490,122.0,7,Germany,Moderate
3170,67988,other,Electric/Gasoline,Automatic,Used,10490,101.0,7,others,Moderate
3171,179666,Ford,Diesel,Manual,Used,10500,155.0,7,others,Moderate
3172,178000,BMW,Diesel,Manual,Used,10500,116.0,7,Germany,Moderate
3173,103800,Volkswagen,Gasoline,Manual,Used,11250,125.0,6,Germany,Moderate
3174,90810,Hyundai,Gasoline,Manual,Used,11250,186.0,6,others,Moderate
3175,177700,Mercedes-Benz,Diesel,Automatic,Used,11280,204.0,6,Germany,Moderate
3176,123000,BMW,Diesel,Manual,Used,11290,150.0,6,Germany,Moderate
3177,94765,Opel,Diesel,Manual,Used,11300,136.0,6,Germany,Moderate
3178,61300,Hyundai,Diesel,Manual,Used,11300,116.0,6,others,Moderate
3179,167925,Mercedes-Benz,Diesel,Manual,Used,11305,116.0,6,Germany,Moderate
3180,41800,Opel,Gasoline,Manual,Used,11390,140.0,6,Germany,Moderate
3181,37310,Volkswagen,Gasoline,Manual,Used,11400,86.0,6,Germany,Moderate
3182,76000,Hyundai,Diesel,Automatic,Used,11450,136.0,6,others,Moderate
3183,113787,other,Gasoline,Automatic,Used,11490,144.0,6,others,Moderate
3184,191999,BMW,Diesel,Manual,Used,11500,143.0,6,Germany,Moderate
3185,168000,Audi,Diesel,Semi-automatic,Used,11500,177.0,6,Germany,Moderate
3186,98400,Opel,Diesel,Automatic,Used,11580,170.0,6,Germany,Moderate
3187,162740,Volkswagen,Diesel,Manual,Used,11600,150.0,6,Germany,Moderate
3188,96000,other,Diesel,Manual,Used,11666,136.0,6,others,Moderate
3189,90854,other,Gasoline,Manual,Used,11700,163.0,6,others,Moderate
3190,33700,Opel,Gasoline,Manual,Used,11750,116.0,6,Germany,Moderate
3191,85900,SEAT,Gasoline,Manual,Used,11799,125.0,6,others,Moderate
3192,135000,other,Gasoline,Manual,Used,11800,204.0,6,others,Moderate
3203,149889,BMW,Diesel,Manual,Used,10115,116.0,5,Germany,Moderate
3204,219000,other,Diesel,Manual,Used,10200,131.0,5,others,Moderate
3205,99000,other,Diesel,Automatic,Used,10290,120.0,5,others,Moderate
3206,93980,Volkswagen,Gasoline,Manual,Used,10300,125.0,5,Germany,Moderate
3207,20597,Ford,Gasoline,Manual,Used,10400,101.0,5,others,Moderate
3208,154920,Opel,Diesel,Automatic,Used,10400,136.0,5,Germany,Moderate
3209,37766,other,Gasoline,Manual,Used,10400,117.0,5,others,Moderate
3210,69700,Opel,Diesel,Manual,Used,10490,110.0,5,Germany,Moderate
3211,37000,Hyundai,Gasoline,Manual,Used,10490,101.0,5,others,Moderate
3231,26150,Ford,Gasoline,Manual,Used,19790,125.0,3,others,Moderate
3270,9000,SEAT,Gasoline,Manual,Demonstration,10740,60.0,1,others,Moderate
3271,13885,Volkswagen,Gasoline,Manual,Used,11490,60.0,1,Germany,Moderate
3272,18163,Skoda,Gasoline,Manual,Used,12950,95.0,1,others,Moderate
3273,16700,Opel,Gasoline,Manual,Demonstration,13490,101.0,1,Germany,Moderate
3274,18364,Skoda,Gasoline,Manual,Used,13870,95.0,1,others,Moderate
3275,19661,Skoda,Gasoline,Manual,Used,13870,95.0,1,others,Moderate
3276,10300,Skoda,Gasoline,Manual,Demonstration,13990,95.0,1,others,Moderate
3277,19650,Skoda,Gasoline,Manual,Demonstration,14490,95.0,1,others,Moderate
3278,7800,SEAT,Gasoline,Manual,Used,14840,95.0,1,others,Moderate
3279,12990,SEAT,other,Manual,Demonstration,14960,90.0,1,others,Moderate
3280,11901,Skoda,Gasoline,Manual,Used,15370,95.0,1,others,Moderate
3281,21800,Ford,Gasoline,Manual,Employee's car,15480,125.0,1,others,Moderate
3282,12600,Ford,Electric/Gasoline,Manual,Employee's car,15480,125.0,1,others,Moderate
3283,17500,Ford,Gasoline,Manual,Employee's car,15480,125.0,1,others,Moderate
3284,492,Ford,Gasoline,Manual,Employee's car,12980,75.0,0,others,Moderate
3285,10,other,Gasoline,Automatic,Pre-registered,12980,67.0,0,others,Moderate
3286,10,Ford,Gasoline,Manual,Pre-registered,12990,75.0,0,others,Moderate
3287,9,other,Gasoline,Automatic,Pre-registered,12990,72.0,0,others,Moderate
3288,10,other,Gasoline,Automatic,Pre-registered,12990,72.0,0,others,Moderate
3289,9,other,Gasoline,Automatic,Pre-registered,13390,72.0,0,others,Moderate
3290,15,other,Electric/Gasoline,Manual,Pre-registered,13480,69.0,0,others,Moderate
3291,15,other,Gasoline,Manual,Pre-registered,13480,69.0,0,others,Moderate
3292,50,other,Gasoline,Manual,Pre-registered,13480,72.0,0,others,Moderate
3293,100,Hyundai,Gasoline,Automatic,Pre-registered,13499,67.0,0,others,Moderate
3294,100,other,Gasoline,Manual,Demonstration,13580,92.0,0,others,Moderate
3448,29745,Volkswagen,Gasoline,Manual,Used,19430,131.0,2,Germany,Moderate
3449,20300,Ford,Diesel,Manual,Used,19750,120.0,2,others,Moderate
3450,25280,Volkswagen,Gasoline,Manual,Used,19830,131.0,2,Germany,Moderate
3451,17288,Volkswagen,Gasoline,Manual,Demonstration,19860,131.0,2,Germany,Moderate
3452,9510,SEAT,Gasoline,Automatic,Used,19980,116.0,2,others,Moderate
3488,112,other,other,Manual,Pre-registered,15980,101.0,0,others,Moderate
3489,10,other,Gasoline,Manual,Pre-registered,17980,101.0,0,others,Moderate
3490,10,other,Gasoline,Manual,Pre-registered,18280,101.0,0,others,Moderate
3491,10,other,Gasoline,Manual,Pre-registered,18880,101.0,0,others,Moderate
3492,10,other,Gasoline,Manual,Pre-registered,18980,101.0,0,others,Moderate
3493,10,other,Gasoline,Manual,Pre-registered,18980,120.0,0,others,Moderate
3617,44153,SEAT,Gasoline,Manual,Used,10270,86.0,4,others,Moderate
3618,170400,other,Diesel,Automatic,Used,10700,120.0,4,others,Moderate
3619,53337,SEAT,Diesel,Manual,Used,10980,116.0,4,others,Moderate
3620,41804,SEAT,Gasoline,Manual,Used,11220,110.0,4,others,Moderate
3621,50724,other,Gasoline,Manual,Used,11250,111.0,4,others,Moderate
3806,35278,Opel,Gasoline,Manual,Used,10490,69.0,4,Germany,Moderate
3807,42500,other,Gasoline,Manual,Used,10499,114.0,4,others,Moderate
3808,42500,other,other,Manual,Used,10499,114.0,4,others,Moderate
3914,149700,Volkswagen,Diesel,Automatic,Used,10350,170.0,9,Germany,Moderate
3915,169785,other,Diesel,Automatic,Used,10440,241.0,9,others,Moderate
3916,178000,Volkswagen,Diesel,Manual,Used,10450,140.0,9,Germany,Moderate
3917,130000,other,Diesel,Automatic,Used,10455,197.0,9,others,Moderate
3918,100000,other,Gasoline,Manual,Used,10490,122.0,9,Germany,Moderate
3919,99800,Volkswagen,Gasoline,Manual,Used,10690,122.0,8,Germany,Moderate
3920,150000,BMW,Diesel,Manual,Used,10690,143.0,8,Germany,Moderate
3921,131000,other,Diesel,Automatic,Used,10750,111.0,8,Germany,Moderate
3922,50041,Opel,Diesel,Automatic,Used,10800,131.0,8,Germany,Moderate
3923,112200,Opel,Diesel,Manual,Used,10800,131.0,8,Germany,Moderate
3924,110680,Hyundai,Diesel,Manual,Used,10850,184.0,8,others,Moderate
3925,95691,other,Gasoline,Manual,Used,10900,132.0,8,others,Moderate
3926,91900,Mercedes-Benz,Diesel,Manual,Used,10900,109.0,8,Germany,Moderate
3927,99700,SEAT,Gasoline,Manual,Used,10900,140.0,8,others,Moderate
3928,166950,Ford,Diesel,Manual,Used,10900,155.0,8,others,Moderate
3929,142680,Volkswagen,Diesel,Automatic,Used,10950,140.0,8,Germany,Moderate
3930,81882,Ford,Gasoline,Manual,Used,10950,125.0,8,others,Moderate
3931,91500,Volkswagen,Gasoline,Manual,Used,10950,160.0,8,Germany,Moderate
3932,132500,Skoda,Gasoline,Manual,Used,10980,140.0,8,others,Moderate
3933,86983,BMW,Diesel,Manual,Used,10990,116.0,8,Germany,Moderate
3934,130251,Ford,Diesel,Manual,Used,10990,200.0,8,others,Moderate
3935,57000,Volkswagen,Gasoline,Manual,Used,10990,86.0,8,Germany,Moderate
3936,114807,Opel,Diesel,Manual,Used,10990,163.0,8,Germany,Moderate
3937,128003,Volkswagen,Gasoline,Manual,Used,10990,211.0,8,Germany,Moderate
3938,32500,Ford,Gasoline,Manual,Used,11000,125.0,8,others,Moderate
3939,89389,Ford,Gasoline,Manual,Used,10990,125.0,7,others,Moderate
3940,146000,Skoda,Diesel,Automatic,Used,10990,140.0,7,others,Moderate
3941,122599,Volkswagen,Diesel,Manual,Used,10990,140.0,7,Germany,Moderate
3942,118000,Volkswagen,Diesel,Manual,Used,10999,105.0,7,Germany,Moderate
3943,176619,BMW,Gasoline,Manual,Used,11000,136.0,7,Germany,Moderate
3944,174998,Audi,Diesel,Automatic,Used,11260,150.0,7,Germany,Moderate
3945,117665,Audi,Gasoline,Automatic,Used,11400,122.0,7,Germany,Moderate
3946,52510,other,Gasoline,Manual,Used,11400,136.0,7,Germany,Moderate
3947,70900,Volkswagen,Gasoline,Automatic,Used,11400,105.0,7,Germany,Moderate
3948,95527,other,Gasoline,Manual,Used,11400,135.0,7,others,Moderate
3949,48623,other,Gasoline,Manual,Used,11450,122.0,7,Germany,Moderate
3950,61500,BMW,Gasoline,Manual,Used,11450,136.0,7,Germany,Moderate
3951,57790,other,Gasoline,Manual,Used,11490,132.0,7,others,Moderate
3952,68891,Opel,Gasoline,Manual,Used,11490,116.0,7,Germany,Moderate
3953,36539,Renault,Gasoline,Manual,Used,11490,132.0,7,others,Moderate
3954,140000,Volkswagen,Diesel,Manual,Used,11500,150.0,7,Germany,Moderate
3955,43500,Renault,Electric,Automatic,Used,11500,60.0,7,others,Moderate
3956,124999,Opel,Diesel,Manual,Used,11500,163.0,7,Germany,Moderate
3957,63200,other,Gasoline,Manual,Used,11550,120.0,7,others,Moderate
3958,106500,other,Gasoline,Manual,Used,11600,122.0,7,Germany,Moderate
3959,68500,Volkswagen,Diesel,Manual,Used,10199,90.0,6,Germany,Moderate
3960,106500,Volkswagen,Diesel,Manual,Used,10200,110.0,6,Germany,Moderate
3961,73984,Hyundai,Gasoline,Manual,Used,10290,135.0,6,others,Moderate
3962,116100,Skoda,Gasoline,Automatic,Used,10300,140.0,6,others,Moderate
3963,96777,other,Diesel,Manual,Used,10475,116.0,6,Germany,Moderate
3964,48125,Opel,Gasoline,Manual,Used,10480,125.0,6,Germany,Moderate
3965,46597,Volkswagen,Electric,Automatic,Used,10490,82.0,6,Germany,Moderate
3966,111533,other,Diesel,Manual,Used,10490,120.0,6,others,Moderate
3967,93208,Audi,Diesel,Manual,Used,10490,90.0,6,Germany,Moderate
3968,117214,Ford,Gasoline,Manual,Used,10490,125.0,6,others,Moderate
3969,29000,other,Gasoline,Manual,Used,10500,75.0,6,Germany,Moderate
3970,54000,other,Diesel,Manual,Used,10500,116.0,6,Germany,Moderate
3971,76300,Mercedes-Benz,Diesel,Manual,Used,10500,110.0,6,Germany,Moderate
3972,105116,Volkswagen,Diesel,Manual,Used,10580,110.0,6,Germany,Moderate
3973,117911,Volkswagen,Gasoline,Manual,Used,10590,105.0,6,Germany,Moderate
3974,46227,other,Electric/Gasoline,Automatic,Used,10690,101.0,6,others,Moderate
3975,100000,Opel,Diesel,Manual,Used,10690,163.0,6,Germany,Moderate
3976,80000,Volkswagen,Gasoline,Manual,Used,10699,86.0,6,Germany,Moderate
3977,20111,Volkswagen,Gasoline,Manual,Used,10750,75.0,6,Germany,Moderate
4032,23866,Renault,Gasoline,Manual,Used,12500,90.0,2,others,Moderate
4033,14395,Opel,Gasoline,Manual,Used,12580,101.0,2,Germany,Moderate
4034,51460,other,Diesel,Manual,Used,12590,102.0,2,others,Moderate
4035,29767,Ford,Gasoline,Manual,Used,12590,71.0,2,others,Moderate
4036,58598,Ford,Diesel,Manual,Used,12590,95.0,2,others,Moderate
4037,17300,Ford,Gasoline,Manual,Used,12600,101.0,2,others,Moderate
4038,73076,Opel,Diesel,Manual,Used,12790,110.0,2,Germany,Moderate
4039,40850,Volkswagen,Gasoline,Manual,Used,12800,95.0,2,Germany,Moderate
4040,26185,Opel,Gasoline,Manual,Used,12875,105.0,2,Germany,Moderate
4041,14939,other,Gasoline,Automatic,Used,12880,71.0,2,Germany,Moderate
4042,19999,Opel,Gasoline,Manual,Used,12880,101.0,2,Germany,Moderate
4043,6700,Opel,Gasoline,Manual,Used,12950,101.0,2,Germany,Moderate
4044,21362,Ford,Gasoline,Manual,Used,12950,86.0,2,others,Moderate
4045,13755,other,Gasoline,Manual,Used,12975,83.0,2,others,Moderate
4046,24360,Opel,Gasoline,Manual,Used,12990,105.0,2,Germany,Moderate
4047,15670,other,Electric,Automatic,Used,12990,82.0,2,Germany,Moderate
4048,40353,Opel,Gasoline,Manual,Used,12990,105.0,2,Germany,Moderate
4049,14180,Opel,Gasoline,Manual,Used,12990,90.0,2,Germany,Moderate
4050,35830,Renault,Diesel,Manual,Used,12990,75.0,2,others,Moderate
4051,13811,Opel,Gasoline,Manual,Employee's car,13590,75.0,1,Germany,Moderate
4052,20,other,other,Manual,Used,13650,101.0,1,others,Moderate
4053,8601,Opel,Gasoline,Manual,Employee's car,13690,75.0,1,Germany,Moderate
4054,50,Ford,Gasoline,Manual,Used,13750,75.0,1,others,Moderate
4055,19,Ford,Gasoline,Manual,Pre-registered,13750,75.0,1,others,Moderate
4056,1000,other,Electric/Gasoline,Manual,Demonstration,13750,69.0,1,others,Moderate
4057,1331,other,Gasoline,Automatic,Used,13850,80.0,1,others,Moderate
4058,6000,Volkswagen,Gasoline,Manual,Used,13880,65.0,1,Germany,Moderate
4059,25,other,Electric/Gasoline,Manual,Pre-registered,13890,69.0,1,others,Moderate
4060,3900,Skoda,Gasoline,Manual,Demonstration,13949,60.0,1,others,Moderate
4061,7291,Opel,Gasoline,Manual,Used,13950,101.0,1,Germany,Moderate
4062,19830,Opel,Gasoline,Manual,Employee's car,13950,75.0,1,Germany,Moderate
4063,15800,Opel,Gasoline,Manual,Employee's car,13950,75.0,1,Germany,Moderate
4064,16470,Opel,Gasoline,Manual,Employee's car,13950,75.0,1,Germany,Moderate
4065,11100,Opel,Gasoline,Manual,Employee's car,13950,75.0,1,Germany,Moderate
4066,13300,Opel,Gasoline,Manual,Employee's car,13950,75.0,1,Germany,Moderate
4067,20,Renault,Gasoline,Manual,Used,16890,90.0,0,others,Moderate
4068,1500,Renault,Gasoline,Manual,Demonstration,16890,91.0,0,others,Moderate
4069,2100,other,Gasoline,Manual,Used,16895,131.0,0,others,Moderate
4070,4300,Volkswagen,Gasoline,Manual,Employee's car,16900,95.0,0,Germany,Moderate
4071,10,other,Gasoline,Automatic,Used,16930,91.0,0,others,Moderate
4072,14,Skoda,Gasoline,Manual,Used,16980,95.0,0,others,Moderate
4073,20,Renault,Gasoline,Manual,Used,16990,91.0,0,others,Moderate
4074,20,Renault,Gasoline,Manual,Pre-registered,16990,91.0,0,others,Moderate
4075,10,other,Electric/Gasoline,Manual,Pre-registered,16990,69.0,0,others,Moderate
